E_norm,J_crit_norm,J_norm,Lprime,acc_max,energy,f_armature,fitness,genom_0,genom_1,genom_2,genom_3,genom_4,id,j,mass,velocity,x1,x2,x3,x4,x5,x6,iteration_num
0.1395359127794822,0.7769230769230769,0.48522757511073306,3.7088451204701145e-07,417348.259411043,338605.0833673825,185442.25602350573,0.1395359127794822,0.95,0.33,0.15,0.68,0.13,0.0,2523183390.575812,0.14433456194402172,1502.4537338797547,10.45,3.6300000000000003,5.92,7.199999999999999,32.64,6.24,0
0.3481924346965958,0.7769230769230769,0.5394013994456387,3.7526198803113396e-07,468251.72972803575,426240.82257257024,187630.99401556698,0.3481924346965958,0.52,0.43,0.53,0.27,0.15,1.0,2804887277.1173215,0.1007053943496258,1685.7062270209287,5.720000000000001,4.7299999999999995,9.55,25.44,12.96,7.199999999999999,0
0.1402520964073444,0.7769230769230769,0.5485361624613775,3.786834576700106e-07,417533.5922583214,338905.88049108465,189341.7288350053,0.1402520964073444,0.96,0.29,0.2,0.42,0.35,2.0,2852388044.799163,0.15347663600169112,1503.120932129957,10.559999999999999,3.19,6.250000000000002,9.600000000000001,20.16,16.799999999999997,0
0.5055797632405946,0.7769230769230769,0.9098351422557317,3.872013653529241e-07,503252.53856543684,492343.50056104973,193600.68267646205,0.0,0.63,0.6,0.17,0.16,0.23,3.0,4731142739.729805,0.08469886953444267,1811.7091388355725,6.93,6.6,6.470000000000001,8.16,7.68,11.040000000000001,0
0.1154650406753302,0.7769230769230769,0.8949818163545313,3.8611422704156607e-07,411070.6418292217,328495.3170836387,193057.11352078302,0.0,0.78,0.39,0.17,0.19,0.64,4.0,4653905445.043563,0.16964461548919887,1479.854310585198,8.58,4.29,7.13,8.16,9.120000000000001,30.72,0
0.5684111414636017,0.7769230769230769,0.6692644427389033,3.841847726288466e-07,516563.45017125993,518732.6794147127,192092.38631442332,0.5684111414636017,0.36,0.57,0.31,0.21,0.14,5.0,3480175102.242297,0.07186600455517626,1859.6284206165358,3.96,6.27,9.77,14.879999999999999,10.08,6.720000000000001,0
0.5384044463143882,0.7769230769230769,0.981391503787614,3.888089659196815e-07,510249.8114536639,506129.86745204305,194404.48295984074,0.0,0.61,0.28,0.21,0.14,0.25,6.0,5103235819.695593,0.0809986375222693,1836.89932123319,6.71,3.08,10.209999999999999,10.08,6.720000000000001,12.0,0
0.3346278498338662,0.7769230769230769,0.43930470932836163,3.734794193004302e-07,465111.8813865168,420543.6969302238,186739.70965021508,0.3346278498338662,0.63,0.38,0.48,0.32,0.11,7.0,2284384488.5074806,0.10149417188298156,1674.4027729914603,6.93,4.18,8.89,23.04,15.36,5.28,0
0.49676348151678507,0.7769230769230769,0.5936335283504158,3.8117291843201027e-07,501356.5251876918,488640.6622370497,190586.45921600514,0.49676348151678507,0.5,0.3,0.44,0.25,0.13,8.0,3086894347.4221625,0.08014157518874554,1804.8834906756904,5.5,3.3,11.2,21.12,12.0,6.24,0
0.3887555096126773,0.7769230769230769,0.7547998706184429,3.830658467952946e-07,477517.8632155888,443277.31403732445,191532.9233976473,0.3887555096126773,0.3,0.96,0.31,0.16,0.27,9.0,3924959327.215903,0.1011010648017882,1719.0643075761195,3.3,10.559999999999999,6.140000000000001,14.879999999999999,7.68,12.96,0
0.2316493402977097,0.7769230769230769,0.6525375090146973,3.811363370217346e-07,440545.81917049206,377292.7229250381,190568.16851086728,0.2316493402977097,0.58,0.87,0.37,0.15,0.35,10.0,3393195046.876426,0.13257286806101104,1585.9649490137713,6.38,9.57,4.050000000000001,17.759999999999998,7.199999999999999,16.799999999999997,0
0.25027867239992885,0.7769230769230769,0.4265808227279632,3.7221272681022234e-07,445090.41159038304,385117.0424079701,186106.36340511116,0.25027867239992885,0.68,0.38,0.56,0.27,0.17,11.0,2218220278.1854086,0.11813159429816018,1602.325481725379,7.48,4.18,8.34,26.880000000000003,12.96,8.16,0
0.2789744428480442,0.7769230769230769,0.5912525640114362,3.8161841301946663e-07,452001.30307508336,397169.26599617855,190809.2065097333,0.2789744428480442,0.6,0.4,0.25,0.33,0.31,12.0,3074513332.8594685,0.12214304518949011,1627.2046910703,6.6,4.4,9.0,12.0,15.84,14.879999999999999,0
0.34085044363694295,0.7769230769230769,0.6091897274436071,3.7976501089737674e-07,466554.87325388927,423157.18632751604,189882.50544868837,0.34085044363694295,0.91,0.28,0.35,0.25,0.17,13.0,3167786582.706757,0.10698858019506394,1679.5975437140014,10.01,3.08,6.91,16.799999999999997,12.0,8.16,0
0.2749095398970684,0.7769230769230769,0.5597623060482383,3.751445689049651e-07,451028.77758322074,395462.00675676874,187572.28445248253,0.2749095398970684,0.59,0.88,0.62,0.12,0.15,14.0,2910763991.450839,0.11587653332801584,1623.7035992995945,6.489999999999999,9.68,3.830000000000002,29.759999999999998,5.76,7.199999999999999,0
